Серія	Дата заказа	Планована дата виготовлення	Заготовка готово	Час заготовка	Зварка готово	Час зварка	Фарбування готово	Час фарба	МДФГотово	Час МДФ	Зборка готово	Час зборка	Упаковка готово	Час упаковка	Тип	Модель	Розмір	Кількість створок
32600324	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600325	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600327	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600329	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600332	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600334	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600315	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600316	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600319	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600321	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600322	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600323	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600375	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	2
32600376	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	2
32600378	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	2
32600379	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	2
32600381	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	2
32600365	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600366	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600368	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600369	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	2
32600370	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	2
32600374	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	2
32600352	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600353	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600354	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600358	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600361	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600364	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600342	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600345	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600347	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600349	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600350	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600351	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600326	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600330	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600333	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600336	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600337	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600341	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600312	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600313	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600314	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600317	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600318	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600320	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
32600385	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	2
32600380	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	2
32600382	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	2
32600383	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	2
32600384	12.02.2026	11.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	2
22600428	19.02.2026	12.05.2026	Так 		Так 		Так 		Так 		Ні 	0,2720	Ні 	0,2286	Двері стандарт С-скло	рис скло	2040*1200	2
22600434	19.02.2026	12.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері люкс	рис+чорна вст	2040*960	1
32600438	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*1200	2
32600440	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Ні 	0,7800	Ні 	0,3429	Двері Garant лайт-скло 	NPL26-скло	2040*1200	2
32600441	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Ні 	0,3429	Двері Garant лайт-скло 	NPL26-скло	2040*1200	2
32600445	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Ні 	0,3429	Двері Garant лайт-скло 	NPL26-скло	2040*1200	2
32600446	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*1200	2
32600447	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Ні 	0,7800	Ні 	0,3429	Двері Garant лайт-скло 	NPL26-скло	2040*1200	2
32600428	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600429	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600431	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Ні 	0,3429	Двері Garant лайт-скло 	NPL26-скло	2040*1200	2
32600435	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Ні 	0,7800	Ні 	0,3429	Двері Garant лайт-скло 	NPL26-скло	2040*1200	2
32600436	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*1200	2
32600437	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*1200	2
32600417	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600418	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600420	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600421	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600424	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Ні 	0,7200	Ні 	0,3429	Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600427	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600403	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Ні 	0,7200	Ні 	0,3429	Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600405	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Ні 	0,7200	Ні 	0,3429	Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600406	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600407	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600411	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600413	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Ні 	0,3429	Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600394	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Ні 	0,7200	Ні 	0,3429	Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600395	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600396	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Ні 	0,3429	Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600398	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600399	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600401	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Ні 	0,7200	Ні 	0,3429	Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600442	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*1200	2
32600443	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Ні 	0,3429	Двері Garant лайт-скло 	NPL26-скло	2040*1200	2
32600444	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Ні 	0,7800	Ні 	0,3429	Двері Garant лайт-скло 	NPL26-скло	2040*1200	2
32600388	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600390	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600391	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Ні 	0,3429	Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600425	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600426	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Ні 	0,7200	Ні 	0,3429	Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600430	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600433	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Ні 	0,3429	Двері Garant лайт-скло 	NPL26-скло	2040*1200	2
32600434	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Ні 	0,7800	Ні 	0,3429	Двері Garant лайт-скло 	NPL26-скло	2040*1200	2
32600439	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Ні 	0,7800	Ні 	0,3429	Двері Garant лайт-скло 	NPL26-скло	2040*1200	2
32600414	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600415	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Ні 	0,3429	Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600416	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600419	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600422	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600423	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600402	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Ні 	0,7200	Ні 	0,3429	Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600404	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600408	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600409	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600410	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600412	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Ні 	0,7200	Ні 	0,3429	Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600387	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
32600389	12.02.2026	13.05.2026	Так 		Так 		Так 		Так 		Так 		Так 		Двері Garant лайт-скло 	NPL26-скло	2040*960	1
